AccusedMasterID,RiskScore,RepeatOffenderFlag,TopFactors,LastComputedDate,ModelVersion
1656,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 52, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1657,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 100, ""contribution_prior_cases"": 70, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1658,62.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 382, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
1659,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 15, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1660,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 15, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1661,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 131, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1662,45.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 203, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1663,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 53, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1664,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1665,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 84, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1666,100.0,1,"{""prior_case_count"": 14, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 196, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1667,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1668,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1669,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 25, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1670,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 25, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1671,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 25, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1672,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 20, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1673,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 274, ""contribution_prior_cases"": 70, ""contribution_heinous"": 30, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1674,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 73, ""contribution_prior_cases"": 98, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1675,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1676,63.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 95, ""contribution_prior_cases"": 28, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1677,67.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 77, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1678,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 174, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1679,38.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 468, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
1680,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 114, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1681,100.0,1,"{""prior_case_count"": 14, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 196, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1682,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 62, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1683,59.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 197, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1684,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 51, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1685,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 98, ""contribution_prior_cases"": 84, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1686,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 16, ""contribution_prior_cases"": 126, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1687,53.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 149, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1688,86.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 365, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
1689,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 84, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1690,81.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 169, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1691,55.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 327, ""contribution_prior_cases"": 28, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1692,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 114, ""contribution_prior_cases"": 98, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1693,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1694,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 60, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1695,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 80, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1696,65.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 247, ""contribution_prior_cases"": 28, ""contribution_heinous"": 20, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1697,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 100, ""contribution_prior_cases"": 70, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1698,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 159, ""contribution_prior_cases"": 126, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1699,73.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 240, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1700,52.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 628, ""contribution_prior_cases"": 42, ""contribution_heinous"": 0, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
1701,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 69, ""contribution_prior_cases"": 126, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1702,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 18, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1703,100.0,1,"{""prior_case_count"": 18, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 252, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1704,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 82, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1705,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 54, ""contribution_prior_cases"": 98, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1706,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 85, ""contribution_prior_cases"": 84, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1707,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 269, ""contribution_prior_cases"": 126, ""contribution_heinous"": 30, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1708,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 81, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1709,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 42, ""contribution_prior_cases"": 140, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1710,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 150, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1711,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 16, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1712,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 115, ""contribution_prior_cases"": 112, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1713,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 15, ""contribution_prior_cases"": 98, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1714,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 119, ""contribution_prior_cases"": 126, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1715,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 81, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1716,45.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 198, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1717,87.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 137, ""contribution_prior_cases"": 42, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1718,24.0,0,"{""prior_case_count"": 1, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 578, ""contribution_prior_cases"": 14, ""contribution_heinous"": 0, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
1719,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 126, ""contribution_prior_cases"": 140, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1720,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 98, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1721,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 18, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1722,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 87, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1723,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 54, ""contribution_prior_cases"": 140, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1724,76.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 403, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
1725,100.0,1,"{""prior_case_count"": 12, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 59, ""contribution_prior_cases"": 168, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1726,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 112, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1727,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 178, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1728,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 178, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1729,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 85, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1730,81.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 85, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1731,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 85, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1732,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 85, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1733,77.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 168, ""contribution_prior_cases"": 42, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1734,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1735,95.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 70, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1736,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1737,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 73, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1738,83.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 191, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1739,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 81, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1740,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 49, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1741,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 59, ""contribution_prior_cases"": 84, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1742,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 112, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1743,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1744,91.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 56, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1745,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 98, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1746,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1747,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1748,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 15, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1749,100.0,1,"{""prior_case_count"": 14, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 23, ""contribution_prior_cases"": 196, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1750,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 98, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1751,100.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 112, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1752,38.0,1,"{""prior_case_count"": 2, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 653, ""contribution_prior_cases"": 28, ""contribution_heinous"": 0, ""contribution_recency"": 0}",2026-07-13,heuristic-v1
1753,81.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 66, ""contribution_prior_cases"": 56, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1754,100.0,1,"{""prior_case_count"": 10, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 62, ""contribution_prior_cases"": 140, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1755,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1756,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1757,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1758,100.0,1,"{""prior_case_count"": 11, ""heinous_case_count"": 7, ""most_recent_case_days_ago"": 36, ""contribution_prior_cases"": 154, ""contribution_heinous"": 70, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1759,87.0,1,"{""prior_case_count"": 3, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 146, ""contribution_prior_cases"": 42, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1760,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 21, ""contribution_prior_cases"": 112, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1761,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 80, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1762,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 148, ""contribution_prior_cases"": 70, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1763,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 26, ""contribution_prior_cases"": 84, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1764,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 25, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1765,100.0,1,"{""prior_case_count"": 8, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 101, ""contribution_prior_cases"": 112, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1766,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 80, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1767,93.0,1,"{""prior_case_count"": 4, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 266, ""contribution_prior_cases"": 56, ""contribution_heinous"": 20, ""contribution_recency"": 7}",2026-07-13,heuristic-v1
1768,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 139, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1769,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 70, ""contribution_prior_cases"": 126, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1770,100.0,1,"{""prior_case_count"": 5, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 70, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1771,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 3, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 30, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1772,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1773,100.0,1,"{""prior_case_count"": 6, ""heinous_case_count"": 1, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 84, ""contribution_heinous"": 10, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1774,100.0,1,"{""prior_case_count"": 7, ""heinous_case_count"": 2, ""most_recent_case_days_ago"": 19, ""contribution_prior_cases"": 98, ""contribution_heinous"": 20, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1775,100.0,1,"{""prior_case_count"": 9, ""heinous_case_count"": 0, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 126, ""contribution_heinous"": 0, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1776,100.0,1,"{""prior_case_count"": 11, ""heinous_case_count"": 4, ""most_recent_case_days_ago"": 3, ""contribution_prior_cases"": 154, ""contribution_heinous"": 40, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
1777,100.0,1,"{""prior_case_count"": 17, ""heinous_case_count"": 5, ""most_recent_case_days_ago"": 51, ""contribution_prior_cases"": 238, ""contribution_heinous"": 50, ""contribution_recency"": 15}",2026-07-13,heuristic-v1
